,Unnamed: 0,Date,Store Name,Address,City,Zip Code,Store Location,Vendor Name,Item Number,Item Description,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Year,Total Bottles Sold
36711,153555,03/09/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Mississippi River Distilling Co.,31990,River Rose Gin,750,$16.17,$24.26,6,$145.56,4.5,2015,
36776,153876,06/24/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)","Sazerac Co., Inc.",69637,Dr. Mcgillicuddy's Cherry Schnapps,1000,$11.00,$16.50,24,$396.00,24.0,2015,
36797,153975,05/20/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Jim Beam Brands,82607,Dekuyper Sour Apple,1000,$7.62,$11.43,12,$137.16,12.0,2015,
36823,154073,03/18/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Jim Beam Brands,82607,Dekuyper Sour Apple,1000,$7.62,$11.43,36,$411.48,36.0,2015,
36989,154833,10/28/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Diageo Americas,77875,Smirnoff Sours Green Apple,750,$8.25,$12.38,1,$12.38,0.75,2015,
37110,155375,03/16/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Diageo Americas,10807,Crown Royal Regal Apple,750,$15.00,$22.50,36,$810.00,27.0,2015,
37278,156144,08/05/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Proximo,35964,Three Olives Loopy Flavored Vodka,750,$9.96,$14.94,12,$179.28,9.0,2015,
37992,159100,01/26/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Jim Beam Brands,67557,Kamora Coffee Liqueur,1000,$8.39,$12.59,12,$151.08,12.0,2015,
38252,160156,06/26/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Luxco-St Louis,24157,Hawkeye Blend Whiskey,1000,$4.39,$6.59,24,$158.16,24.0,2015,
38347,160591,01/05/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Fifth Generation Inc.,38177,Titos Handmade Vodka,1000,$11.92,$17.88,24,$429.12,24.0,2015,
38630,161669,11/04/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Campari(skyy),77776,Wild Turkey American Honey,750,$10.50,$15.75,12,$189.00,9.0,2015,
38837,162515,11/23/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Jim Beam Brands,82627,Dekuyper Cherry Pucker,1000,$7.62,$11.43,12,$137.16,12.0,2015,
39216,164130,02/23/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Brown-Forman Corporation,86672,Jack Daniel's Tennessee Honey,1000,$17.90,$26.85,60,$1611.00,60.0,2015,
39250,164291,04/27/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Jim Beam Brands,89787,Sauza Gold,1000,$11.55,$17.33,12,$207.96,12.0,2015,
39674,166171,02/09/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Luxco-St Louis,80577,Arrow Peppermint Schnapps,1000,$3.84,$5.76,12,$69.12,12.0,2015,
39930,167288,11/16/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Pernod Ricard USA/Austin Nichols,51506,Presidente Grape Brandy (pedro Domecq),750,$8.49,$12.74,5,$63.70,3.75,2015,
40033,167781,06/26/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Diageo Americas,64716,Ciroc Peach,750,$19.00,$28.50,3,$85.50,2.25,2015,
41024,171899,06/22/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Luxco-St Louis,87937,Juarez Tequila Silver,1000,$6.92,$10.38,12,$124.56,12.0,2015,
41112,172224,09/21/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Pernod Ricard USA/Austin Nichols,34015,Absolut Apeach,1000,$14.99,$22.49,12,$269.88,12.0,2015,
41554,174242,01/07/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Pernod Ricard USA/Austin Nichols,34007,Absolut Swedish Vodka 80 Prf,1000,$14.99,$22.49,24,$539.76,24.0,2015,
42453,178170,01/28/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Campari(skyy),89139,Cabo Wabo Reposado,750,$20.76,$31.14,6,$186.84,4.5,2015,
42499,178371,04/27/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Phillips Beverage Company,41989,Uv Cake Vodka,750,$6.25,$9.50,12,$114.00,9.0,2015,
42508,178414,03/30/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Jim Beam Brands,19486,Maker's 46,750,$22.04,$33.06,1,$33.06,0.75,2015,
42648,179037,02/16/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Diageo Americas,25607,Seagrams 7 Crown Bl Whiskey,1000,$8.00,$12.00,24,$288.00,24.0,2015,
43124,180990,06/01/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Mccormick Distilling Company,65199,Tequila Rose Liqueur,1000,$10.51,$15.77,12,$189.24,12.0,2015,
43589,182847,06/10/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Diageo Americas,34457,Ketel One Imported Vodka,1000,$17.50,$26.25,24,$630.00,24.0,2015,
43663,183133,10/05/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Sazerac North America,8827,Lauder's,1000,$6.14,$9.21,12,$110.52,12.0,2015,
43833,183792,11/23/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Jim Beam Brands,82610,Dekuyper Hot Damn!,1000,$7.62,$11.43,12,$137.16,12.0,2015,
44046,184676,06/22/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Pernod Ricard USA/Austin Nichols,34029,Absolut Citron (lemon Vodka),1000,$12.49,$18.74,24,$449.76,24.0,2015,
44330,185862,03/02/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)","Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,1000,$22.00,$33.00,48,$1584.00,48.0,2015,
44888,188075,09/02/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",The Patron Spirits Company,88296,Patron Tequila Silver,750,$27.00,$40.50,60,$2430.00,45.0,2015,
44984,188520,07/06/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Jim Beam Brands,82600,Dekuyper Sour Apple Pucker Pet,1750,$11.54,$17.31,1,$17.31,1.75,2015,
45148,189326,07/20/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Luxco-St Louis,30527,Hawkeye Gin,1000,$4.23,$6.35,12,$76.20,12.0,2015,
45394,190322,03/16/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Luxco-St Louis,89387,Juarez Tequila Gold,1000,$6.92,$10.38,60,$622.80,60.0,2015,
45489,190754,10/07/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Sidney Frank Importing Co.,89177,Casamigos Reposado,750,$27.84,$41.76,1,$41.76,0.75,2015,
45493,190776,05/27/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",MHW Ltd,34244,Chopin Vodka,750,$15.83,$23.75,6,$142.50,4.5,2015,
45627,191325,03/23/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Phillips Beverage Company,41694,Uv Blue (raspberry) Vodka,1000,$7.50,$11.25,24,$270.00,24.0,2015,
45660,191467,11/04/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Heaven Hill Brands,41320,Burnett's Watermelon,750,$4.48,$6.72,1,$6.72,0.75,2015,
45831,192269,06/08/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Heaven Hill Brands,52319,Christian Bros Brandy-Round,1000,$7.11,$10.67,12,$128.04,12.0,2015,
45885,192528,07/06/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Diageo Americas,43338,Captain Morgan Spiced Rum,1750,$18.00,$27.00,6,$162.00,10.5,2015,
45910,192649,06/01/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Campari(skyy),77776,Wild Turkey American Honey,750,$10.50,$15.75,2,$31.50,1.5,2015,
45980,192921,04/27/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Diageo Americas,17086,Bulleit Bourbon,750,$16.50,$24.75,1,$24.75,0.75,2015,
46390,194652,04/20/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Brown-Forman Corporation,86693,Jack Daniel's Tennessee Fire,1000,$17.90,$26.85,24,$644.40,24.0,2015,
46454,194955,04/29/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Pernod Ricard USA/Austin Nichols,28087,Beefeater Gin,1000,$14.49,$21.74,12,$260.88,12.0,2015,
46747,196252,01/16/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Proximo,33773,Three Olives Tartz,750,$9.96,$14.94,2,$29.88,1.5,2015,
46820,196538,08/10/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)","WILLIAM GRANT AND SONS, INC.",5006,Glenfiddich 12yr Special Reserve,750,$22.98,$34.47,12,$413.64,9.0,2015,
46995,197283,02/25/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)","Sazerac Co., Inc.",69657,Dr. Mcgillicuddy's Mentholmint,1000,$11.00,$16.50,24,$396.00,24.0,2015,
47078,197594,09/16/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Pernod Ricard USA/Austin Nichols,15627,Jameson,1000,$18.49,$27.74,12,$332.88,12.0,2015,
49001,205685,05/18/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Sazerac North America,21597,Ten High,1000,$4.94,$7.41,12,$88.92,12.0,2015,
49695,208811,02/18/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Four Roses Distillery,18350,Four Roses Single Barrel,750,$20.17,$30.26,1,$30.26,0.75,2015,
49734,208952,06/01/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Stoli Group,34786,Stolichnaya Blueberi,750,$11.99,$17.99,24,$431.76,18.0,2015,
50088,210488,01/26/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Pernod Ricard USA/Austin Nichols,34029,Absolut Citron (lemon Vodka),1000,$14.99,$22.49,12,$269.88,12.0,2015,
50106,210586,11/04/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",REMY COINTREAU USA         .,64776,Cointreau Liqueur,750,$19.99,$29.99,12,$359.88,9.0,2015,
50137,210725,01/05/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",The Patron Spirits Company,88296,Patron Tequila Silver,750,$27.00,$40.50,36,$1458.00,27.0,2015,
50206,210995,07/20/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)","Bacardi U.S.A., Inc.",43137,Bacardi Limon,1000,$9.50,$14.25,24,$342.00,24.0,2015,
50303,211380,03/09/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)","Bacardi U.S.A., Inc.",66836,St. Germain,750,$19.50,$29.25,6,$175.50,4.5,2015,
50584,212450,09/04/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Luxco-St Louis,86251,Juarez Triple Sec,1000,$2.42,$3.63,24,$87.12,24.0,2015,
50830,213450,07/06/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)","Sazerac Co., Inc.",69637,Dr. Mcgillicuddy's Cherry Schnapps,1000,$11.00,$16.50,12,$198.00,12.0,2015,
51041,214340,03/16/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",Prestige Wine and Spirits Group,80438,Ricura,750,$10.00,$15.00,6,$90.00,4.5,2015,
51869,217743,01/14/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",REMY COINTREAU USA         .,49186,Remy Martin Vsop Cognac,750,$21.49,$32.24,4,$128.96,3.0,2015,
52077,218654,07/29/2015,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)","Bacardi U.S.A., Inc.",33672,Grey Goose Le Melon,750,$18.49,$27.74,6,$166.44,4.5,2015,
